"Time";"Region";"AgeGroup";"Symptomatic";"Hospitalized";"R"
2020-09-09;"Pays de la Loire";"80P";11;3;1,5
2020-09-10;"Pays de la Loire";"80P";11;3;1,5
2020-09-11;"Pays de la Loire";"80P";12;3;1,5
2020-09-12;"Pays de la Loire";"80P";12;3;1,5
2020-09-13;"Pays de la Loire";"80P";12;3;1,5
2020-09-14;"Pays de la Loire";"80P";13;3;1,5
2020-09-15;"Pays de la Loire";"80P";13;3;1,5
2020-09-16;"Pays de la Loire";"80P";14;3;1,5
2020-09-17;"Pays de la Loire";"80P";14;3;1,5
2020-09-18;"Pays de la Loire";"80P";15;3;1,5
2020-09-19;"Pays de la Loire";"80P";15;4;1,5
2020-09-20;"Pays de la Loire";"80P";16;4;1,5
2020-09-21;"Pays de la Loire";"80P";16;4;1,5
2020-09-22;"Pays de la Loire";"80P";17;4;1,5
2020-09-23;"Pays de la Loire";"80P";17;4;1,5
2020-09-24;"Pays de la Loire";"80P";18;4;1,5
2020-09-25;"Pays de la Loire";"80P";18;4;1,5
2020-09-26;"Pays de la Loire";"80P";19;4;1,5
2020-09-27;"Pays de la Loire";"80P";20;5;1,5
2020-09-28;"Pays de la Loire";"80P";20;5;1,5
2020-09-29;"Pays de la Loire";"80P";21;5;1,5
2020-09-30;"Pays de la Loire";"80P";22;5;1,5
2020-10-01;"Pays de la Loire";"80P";22;5;1,5
2020-10-02;"Pays de la Loire";"80P";23;5;1,5
2020-10-03;"Pays de la Loire";"80P";24;6;1,5
2020-10-04;"Pays de la Loire";"80P";25;6;1,5
2020-10-05;"Pays de la Loire";"80P";25;6;1,5
2020-10-06;"Pays de la Loire";"80P";26;6;1,5
2020-10-07;"Pays de la Loire";"80P";27;6;1,5
2020-10-08;"Pays de la Loire";"80P";28;7;1,5
2020-10-09;"Pays de la Loire";"80P";29;7;1,5
2020-10-10;"Pays de la Loire";"80P";30;7;1,5
2020-10-11;"Pays de la Loire";"80P";31;7;1,5
2020-10-12;"Pays de la Loire";"80P";32;7;1,5
2020-10-13;"Pays de la Loire";"80P";33;8;1,5
2020-10-14;"Pays de la Loire";"80P";34;8;1,5
2020-10-15;"Pays de la Loire";"80P";35;8;1,5
2020-10-16;"Pays de la Loire";"80P";36;9;1,5
2020-10-17;"Pays de la Loire";"80P";37;9;1,5
2020-10-18;"Pays de la Loire";"80P";39;9;1,5
2020-10-19;"Pays de la Loire";"80P";40;9;1,5
2020-10-20;"Pays de la Loire";"80P";41;10;1,5
2020-10-21;"Pays de la Loire";"80P";42;10;1,5
2020-10-22;"Pays de la Loire";"80P";44;10;1,5
2020-10-23;"Pays de la Loire";"80P";45;11;1,5
2020-10-24;"Pays de la Loire";"80P";46;11;1,5
2020-10-25;"Pays de la Loire";"80P";48;11;1,5
2020-10-26;"Pays de la Loire";"80P";49;12;1,5
2020-10-27;"Pays de la Loire";"80P";51;12;1,5
2020-10-28;"Pays de la Loire";"80P";52;12;1,5
2020-10-29;"Pays de la Loire";"80P";54;13;1,5
2020-10-30;"Pays de la Loire";"80P";56;13;1,5
2020-10-31;"Pays de la Loire";"80P";57;14;1,5
2020-11-01;"Pays de la Loire";"80P";59;14;1,5
2020-11-02;"Pays de la Loire";"80P";61;14;1,5
2020-11-03;"Pays de la Loire";"80P";62;15;1,5
2020-11-04;"Pays de la Loire";"80P";64;15;1,5
2020-11-05;"Pays de la Loire";"80P";66;16;1,5
2020-11-06;"Pays de la Loire";"80P";68;16;1,5
2020-11-07;"Pays de la Loire";"80P";70;17;1,5
2020-11-08;"Pays de la Loire";"80P";72;17;1,5
2020-11-09;"Pays de la Loire";"80P";74;18;1,5
2020-11-10;"Pays de la Loire";"80P";76;18;1,5
2020-11-11;"Pays de la Loire";"80P";78;19;1,5
2020-11-12;"Pays de la Loire";"80P";81;19;1,5
2020-11-13;"Pays de la Loire";"80P";83;20;1,5
2020-11-14;"Pays de la Loire";"80P";85;20;1,5
2020-11-15;"Pays de la Loire";"80P";87;21;1,5
2020-11-16;"Pays de la Loire";"80P";90;22;1,5
2020-11-17;"Pays de la Loire";"80P";92;22;1,5
2020-11-18;"Pays de la Loire";"80P";95;23;1,5
2020-11-19;"Pays de la Loire";"80P";97;23;1,5
2020-11-20;"Pays de la Loire";"80P";100;24;1,5
2020-11-21;"Pays de la Loire";"80P";102;25;1,5
2020-11-22;"Pays de la Loire";"80P";105;25;1,5
2020-11-23;"Pays de la Loire";"80P";107;26;1,5
2020-11-24;"Pays de la Loire";"80P";110;27;1,5
2020-11-25;"Pays de la Loire";"80P";113;27;1,5
2020-11-26;"Pays de la Loire";"80P";115;28;1,5
2020-11-27;"Pays de la Loire";"80P";118;29;1,5
2020-11-28;"Pays de la Loire";"80P";121;29;1,5
2020-11-29;"Pays de la Loire";"80P";124;30;1,5
2020-11-30;"Pays de la Loire";"80P";127;31;1,5
2020-12-01;"Pays de la Loire";"80P";129;32;1,5
2020-12-02;"Pays de la Loire";"80P";132;32;1,5
2020-12-03;"Pays de la Loire";"80P";135;33;1,5
2020-12-04;"Pays de la Loire";"80P";138;34;1,5
2020-12-05;"Pays de la Loire";"80P";141;35;1,5
2020-12-06;"Pays de la Loire";"80P";144;35;1,5
2020-12-07;"Pays de la Loire";"80P";147;36;1,5
2020-12-08;"Pays de la Loire";"80P";150;37;1,5
2020-12-09;"Pays de la Loire";"80P";153;38;1,5
2020-12-10;"Pays de la Loire";"80P";156;39;1,5
2020-12-11;"Pays de la Loire";"80P";159;39;1,5
2020-12-12;"Pays de la Loire";"80P";162;40;1,5
2020-12-13;"Pays de la Loire";"80P";164;41;1,5
2020-12-14;"Pays de la Loire";"80P";167;42;1,5
2020-12-15;"Pays de la Loire";"80P";170;43;1,5
2020-12-16;"Pays de la Loire";"80P";173;43;1,5
2020-12-17;"Pays de la Loire";"80P";176;44;1,5
2020-12-18;"Pays de la Loire";"80P";179;45;1,5
2020-12-19;"Pays de la Loire";"80P";181;46;1,5
2020-12-20;"Pays de la Loire";"80P";184;46;1,5
2020-12-21;"Pays de la Loire";"80P";187;47;1,5
2020-12-22;"Pays de la Loire";"80P";189;48;1,5
2020-12-23;"Pays de la Loire";"80P";192;49;1,5
2020-12-24;"Pays de la Loire";"80P";194;49;1,5
2020-12-25;"Pays de la Loire";"80P";196;50;1,5
2020-12-26;"Pays de la Loire";"80P";199;51;1,5
2020-12-27;"Pays de la Loire";"80P";201;51;1,5
2020-12-28;"Pays de la Loire";"80P";203;52;1,5
2020-12-29;"Pays de la Loire";"80P";205;53;1,5
2020-12-30;"Pays de la Loire";"80P";207;53;1,5
2020-12-31;"Pays de la Loire";"80P";209;54;1,5
2020-03-10;"Ile-de-France";"0-4";139;0;1,5
2020-03-11;"Ile-de-France";"0-4";159;0;1,5
2020-03-12;"Ile-de-France";"0-4";181;0;1,5
2020-03-13;"Ile-de-France";"0-4";206;0;1,5
2020-03-14;"Ile-de-France";"0-4";235;0;1,5
2020-03-15;"Ile-de-France";"0-4";268;0;1,5
2020-03-16;"Ile-de-France";"0-4";305;0;1,5
2020-03-17;"Ile-de-France";"0-4";347;0;1,5
2020-03-18;"Ile-de-France";"0-4";394;0;1,5
2020-03-19;"Ile-de-France";"0-4";449;0;1,5
2020-03-20;"Ile-de-France";"0-4";510;0;1,5
2020-03-21;"Ile-de-France";"0-4";579;0;1,5
2020-03-22;"Ile-de-France";"0-4";657;0;1,5
2020-03-23;"Ile-de-France";"0-4";746;0;1,5
2020-03-24;"Ile-de-France";"0-4";845;1;1,5
2020-03-25;"Ile-de-France";"0-4";957;1;1,5
2020-03-26;"Ile-de-France";"0-4";1083;1;1,5
2020-03-27;"Ile-de-France";"0-4";1187;1;1,5
2020-03-28;"Ile-de-France";"0-4";1185;1;1,5
2020-03-29;"Ile-de-France";"0-4";1101;1;1,5
2020-03-30;"Ile-de-France";"0-4";986;1;1,5
2020-03-31;"Ile-de-France";"0-4";872;1;1,5
2020-04-01;"Ile-de-France";"0-4";773;1;1,5
2020-04-02;"Ile-de-France";"0-4";694;1;1,5
2020-04-03;"Ile-de-France";"0-4";633;1;1,5
2020-04-04;"Ile-de-France";"0-4";584;1;1,5
2020-04-05;"Ile-de-France";"0-4";546;1;1,5
2020-04-06;"Ile-de-France";"0-4";515;1;1,5
2020-04-07;"Ile-de-France";"0-4";488;1;1,5
2020-04-08;"Ile-de-France";"0-4";464;1;1,5
2020-04-09;"Ile-de-France";"0-4";442;1;1,5
2020-04-10;"Ile-de-France";"0-4";422;1;1,5
2020-04-11;"Ile-de-France";"0-4";402;1;1,5
2020-04-12;"Ile-de-France";"0-4";384;1;1,5
2020-04-13;"Ile-de-France";"0-4";366;0;1,5
2020-04-14;"Ile-de-France";"0-4";349;0;1,5
2020-04-15;"Ile-de-France";"0-4";333;0;1,5
2020-04-16;"Ile-de-France";"0-4";317;0;1,5
2020-04-17;"Ile-de-France";"0-4";303;0;1,5
2020-04-18;"Ile-de-France";"0-4";288;0;1,5
2020-04-19;"Ile-de-France";"0-4";275;0;1,5
2020-04-20;"Ile-de-France";"0-4";262;0;1,5
2020-04-21;"Ile-de-France";"0-4";249;0;1,5
2020-04-22;"Ile-de-France";"0-4";237;0;1,5
2020-04-23;"Ile-de-France";"0-4";226;0;1,5
2020-04-24;"Ile-de-France";"0-4";215;0;1,5
2020-04-25;"Ile-de-France";"0-4";205;0;1,5
2020-04-26;"Ile-de-France";"0-4";195;0;1,5
2020-04-27;"Ile-de-France";"0-4";186;0;1,5
2020-04-28;"Ile-de-France";"0-4";177;0;1,5
2020-04-29;"Ile-de-France";"0-4";169;0;1,5
2020-04-30;"Ile-de-France";"0-4";161;0;1,5
2020-05-01;"Ile-de-France";"0-4";153;0;1,5
2020-05-02;"Ile-de-France";"0-4";146;0;1,5
2020-05-03;"Ile-de-France";"0-4";139;0;1,5
2020-05-04;"Ile-de-France";"0-4";132;0;1,5
2020-05-05;"Ile-de-France";"0-4";126;0;1,5
2020-05-06;"Ile-de-France";"0-4";120;0;1,5
2020-05-07;"Ile-de-France";"0-4";114;0;1,5
2020-05-08;"Ile-de-France";"0-4";109;0;1,5
2020-05-09;"Ile-de-France";"0-4";104;0;1,5
2020-05-10;"Ile-de-France";"0-4";99;0;1,5
2020-05-11;"Ile-de-France";"0-4";94;0;1,5
2020-05-12;"Ile-de-France";"0-4";89;0;1,5
2020-05-13;"Ile-de-France";"0-4";85;0;1,5
2020-05-14;"Ile-de-France";"0-4";81;0;1,5
2020-05-15;"Ile-de-France";"0-4";77;0;1,5
2020-05-16;"Ile-de-France";"0-4";74;0;1,5
2020-05-17;"Ile-de-France";"0-4";70;0;1,5
2020-05-18;"Ile-de-France";"0-4";67;0;1,5
2020-05-19;"Ile-de-France";"0-4";64;0;1,5
2020-05-20;"Ile-de-France";"0-4";61;0;1,5
2020-05-21;"Ile-de-France";"0-4";58;0;1,5
2020-05-22;"Ile-de-France";"0-4";55;0;1,5
2020-05-23;"Ile-de-France";"0-4";52;0;1,5
2020-05-24;"Ile-de-France";"0-4";50;0;1,5
2020-05-25;"Ile-de-France";"0-4";47;0;1,5
2020-05-26;"Ile-de-France";"0-4";45;0;1,5
2020-05-27;"Ile-de-France";"0-4";43;0;1,5
2020-05-28;"Ile-de-France";"0-4";41;0;1,5
2020-05-29;"Ile-de-France";"0-4";39;0;1,5
2020-05-30;"Ile-de-France";"0-4";37;0;1,5
2020-05-31;"Ile-de-France";"0-4";35;0;1,5
2020-06-01;"Ile-de-France";"0-4";34;0;1,5
2020-06-02;"Ile-de-France";"0-4";32;0;1,5
2020-06-03;"Ile-de-France";"0-4";31;0;1,5
2020-06-04;"Ile-de-France";"0-4";29;0;1,5
2020-06-05;"Ile-de-France";"0-4";28;0;1,5
2020-06-06;"Ile-de-France";"0-4";26;0;1,5
2020-06-07;"Ile-de-France";"0-4";25;0;1,5
2020-06-08;"Ile-de-France";"0-4";24;0;1,5
2020-06-09;"Ile-de-France";"0-4";23;0;1,5
2020-06-10;"Ile-de-France";"0-4";22;0;1,5
2020-06-11;"Ile-de-France";"0-4";21;0;1,5
2020-06-12;"Ile-de-France";"0-4";20;0;1,5
2020-06-13;"Ile-de-France";"0-4";19;0;1,5
2020-06-14;"Ile-de-France";"0-4";18;0;1,5
2020-06-15;"Ile-de-France";"0-4";17;0;1,5
2020-06-16;"Ile-de-France";"0-4";16;0;1,5
2020-06-17;"Ile-de-France";"0-4";15;0;1,5
2020-06-18;"Ile-de-France";"0-4";15;0;1,5
2020-06-19;"Ile-de-France";"0-4";14;0;1,5
2020-06-20;"Ile-de-France";"0-4";13;0;1,5
2020-06-21;"Ile-de-France";"0-4";13;0;1,5
2020-06-22;"Ile-de-France";"0-4";12;0;1,5
2020-06-23;"Ile-de-France";"0-4";11;0;1,5
2020-06-24;"Ile-de-France";"0-4";11;0;1,5
2020-06-25;"Ile-de-France";"0-4";10;0;1,5
2020-06-26;"Ile-de-France";"0-4";10;0;1,5
2020-06-27;"Ile-de-France";"0-4";9;0;1,5
2020-06-28;"Ile-de-France";"0-4";9;0;1,5
2020-06-29;"Ile-de-France";"0-4";9;0;1,5
2020-06-30;"Ile-de-France";"0-4";8;0;1,5
2020-07-01;"Ile-de-France";"0-4";8;0;1,5
2020-07-02;"Ile-de-France";"0-4";8;0;1,5
2020-07-03;"Ile-de-France";"0-4";8;0;1,5
2020-07-04;"Ile-de-France";"0-4";9;0;1,5
2020-07-05;"Ile-de-France";"0-4";10;0;1,5
2020-07-06;"Ile-de-France";"0-4";10;0;1,5
2020-07-07;"Ile-de-France";"0-4";11;0;1,5
2020-07-08;"Ile-de-France";"0-4";11;0;1,5
2020-07-09;"Ile-de-France";"0-4";12;0;1,5
2020-07-10;"Ile-de-France";"0-4";12;0;1,5
2020-07-11;"Ile-de-France";"0-4";12;0;1,5
2020-07-12;"Ile-de-France";"0-4";13;0;1,5
2020-07-13;"Ile-de-France";"0-4";13;0;1,5
2020-07-14;"Ile-de-France";"0-4";13;0;1,5
2020-07-15;"Ile-de-France";"0-4";14;0;1,5
2020-07-16;"Ile-de-France";"0-4";14;0;1,5
2020-07-17;"Ile-de-France";"0-4";14;0;1,5
2020-07-18;"Ile-de-France";"0-4";14;0;1,5
2020-07-19;"Ile-de-France";"0-4";15;0;1,5
2020-07-20;"Ile-de-France";"0-4";15;0;1,5
2020-07-21;"Ile-de-France";"0-4";15;0;1,5
2020-07-22;"Ile-de-France";"0-4";16;0;1,5
2020-07-23;"Ile-de-France";"0-4";16;0;1,5
2020-07-24;"Ile-de-France";"0-4";16;0;1,5
2020-07-25;"Ile-de-France";"0-4";17;0;1,5
2020-07-26;"Ile-de-France";"0-4";17;0;1,5
2020-07-27;"Ile-de-France";"0-4";18;0;1,5
2020-07-28;"Ile-de-France";"0-4";18;0;1,5
2020-07-29;"Ile-de-France";"0-4";18;0;1,5
2020-07-30;"Ile-de-France";"0-4";19;0;1,5
2020-07-31;"Ile-de-France";"0-4";19;0;1,5
2020-08-01;"Ile-de-France";"0-4";19;0;1,5
2020-08-02;"Ile-de-France";"0-4";20;0;1,5
2020-08-03;"Ile-de-France";"0-4";20;0;1,5
2020-08-04;"Ile-de-France";"0-4";21;0;1,5
2020-08-05;"Ile-de-France";"0-4";21;0;1,5
2020-08-06;"Ile-de-France";"0-4";22;0;1,5
2020-08-07;"Ile-de-France";"0-4";22;0;1,5
2020-08-08;"Ile-de-France";"0-4";23;0;1,5
2020-08-09;"Ile-de-France";"0-4";23;0;1,5
2020-08-10;"Ile-de-France";"0-4";23;0;1,5
2020-08-11;"Ile-de-France";"0-4";24;0;1,5
2020-08-12;"Ile-de-France";"0-4";24;0;1,5
2020-08-13;"Ile-de-France";"0-4";25;0;1,5
2020-08-14;"Ile-de-France";"0-4";26;0;1,5
2020-08-15;"Ile-de-France";"0-4";26;0;1,5
2020-08-16;"Ile-de-France";"0-4";27;0;1,5
2020-08-17;"Ile-de-France";"0-4";27;0;1,5
2020-08-18;"Ile-de-France";"0-4";28;0;1,5
2020-08-19;"Ile-de-France";"0-4";28;0;1,5
2020-08-20;"Ile-de-France";"0-4";29;0;1,5
2020-08-21;"Ile-de-France";"0-4";29;0;1,5
2020-08-22;"Ile-de-France";"0-4";30;0;1,5
2020-08-23;"Ile-de-France";"0-4";31;0;1,5
2020-08-24;"Ile-de-France";"0-4";31;0;1,5
2020-08-25;"Ile-de-France";"0-4";32;0;1,5
2020-08-26;"Ile-de-France";"0-4";33;0;1,5
2020-08-27;"Ile-de-France";"0-4";33;0;1,5
2020-08-28;"Ile-de-France";"0-4";34;0;1,5
2020-08-29;"Ile-de-France";"0-4";35;0;1,5
2020-08-30;"Ile-de-France";"0-4";35;0;1,5
2020-08-31;"Ile-de-France";"0-4";36;0;1,5
2020-09-01;"Ile-de-France";"0-4";37;0;1,5
2020-09-02;"Ile-de-France";"0-4";38;0;1,5
2020-09-03;"Ile-de-France";"0-4";38;0;1,5
2020-09-04;"Ile-de-France";"0-4";39;0;1,5
2020-09-05;"Ile-de-France";"0-4";40;0;1,5
2020-09-06;"Ile-de-France";"0-4";41;0;1,5
2020-09-07;"Ile-de-France";"0-4";42;0;1,5
2020-09-08;"Ile-de-France";"0-4";42;0;1,5
2020-09-09;"Ile-de-France";"0-4";43;0;1,5
2020-09-10;"Ile-de-France";"0-4";44;0;1,5
2020-09-11;"Ile-de-France";"0-4";45;0;1,5
2020-09-12;"Ile-de-France";"0-4";46;0;1,5
2020-09-13;"Ile-de-France";"0-4";47;0;1,5
2020-09-14;"Ile-de-France";"0-4";48;0;1,5
2020-09-15;"Ile-de-France";"0-4";49;0;1,5
2020-09-16;"Ile-de-France";"0-4";50;0;1,5
2020-09-17;"Ile-de-France";"0-4";51;0;1,5
2020-09-18;"Ile-de-France";"0-4";52;0;1,5
2020-09-19;"Ile-de-France";"0-4";53;0;1,5
2020-09-20;"Ile-de-France";"0-4";54;0;1,5
2020-09-21;"Ile-de-France";"0-4";55;0;1,5
2020-09-22;"Ile-de-France";"0-4";56;0;1,5
2020-09-23;"Ile-de-France";"0-4";57;0;1,5
2020-09-24;"Ile-de-France";"0-4";58;0;1,5
2020-09-25;"Ile-de-France";"0-4";59;0;1,5
2020-09-26;"Ile-de-France";"0-4";60;0;1,5
2020-09-27;"Ile-de-France";"0-4";62;0;1,5
2020-09-28;"Ile-de-France";"0-4";63;0;1,5
2020-09-29;"Ile-de-France";"0-4";64;0;1,5
2020-09-30;"Ile-de-France";"0-4";65;0;1,5
2020-10-01;"Ile-de-France";"0-4";67;0;1,5
2020-10-02;"Ile-de-France";"0-4";68;0;1,5
2020-10-03;"Ile-de-France";"0-4";69;0;1,5
2020-10-04;"Ile-de-France";"0-4";70;0;1,5
2020-10-05;"Ile-de-France";"0-4";72;0;1,5
2020-10-06;"Ile-de-France";"0-4";73;0;1,5
2020-10-07;"Ile-de-France";"0-4";75;0;1,5
2020-10-08;"Ile-de-France";"0-4";76;0;1,5
2020-10-09;"Ile-de-France";"0-4";77;0;1,5
2020-10-10;"Ile-de-France";"0-4";79;0;1,5
2020-10-11;"Ile-de-France";"0-4";80;0;1,5
2020-10-12;"Ile-de-France";"0-4";82;0;1,5
2020-10-13;"Ile-de-France";"0-4";84;0;1,5
2020-10-14;"Ile-de-France";"0-4";85;0;1,5
2020-10-15;"Ile-de-France";"0-4";87;0;1,5
2020-10-16;"Ile-de-France";"0-4";88;0;1,5
2020-10-17;"Ile-de-France";"0-4";90;0;1,5
2020-10-18;"Ile-de-France";"0-4";92;0;1,5
2020-10-19;"Ile-de-France";"0-4";93;0;1,5
2020-10-20;"Ile-de-France";"0-4";95;0;1,5
2020-10-21;"Ile-de-France";"0-4";97;0;1,5
2020-10-22;"Ile-de-France";"0-4";99;0;1,5
2020-10-23;"Ile-de-France";"0-4";100;0;1,5
2020-10-24;"Ile-de-France";"0-4";102;0;1,5
2020-10-25;"Ile-de-France";"0-4";104;0;1,5
2020-10-26;"Ile-de-France";"0-4";106;0;1,5
2020-10-27;"Ile-de-France";"0-4";108;0;1,5
2020-10-28;"Ile-de-France";"0-4";110;0;1,5
2020-10-29;"Ile-de-France";"0-4";112;0;1,5
2020-10-30;"Ile-de-France";"0-4";114;0;1,5
2020-10-31;"Ile-de-France";"0-4";116;0;1,5
2020-11-01;"Ile-de-France";"0-4";118;0;1,5
2020-11-02;"Ile-de-France";"0-4";120;0;1,5
2020-11-03;"Ile-de-France";"0-4";122;0;1,5
2020-11-04;"Ile-de-France";"0-4";124;0;1,5
2020-11-05;"Ile-de-France";"0-4";126;0;1,5
2020-11-06;"Ile-de-France";"0-4";129;0;1,5
2020-11-07;"Ile-de-France";"0-4";131;0;1,5
2020-11-08;"Ile-de-France";"0-4";133;0;1,5
2020-11-09;"Ile-de-France";"0-4";135;0;1,5
2020-11-10;"Ile-de-France";"0-4";138;0;1,5
2020-11-11;"Ile-de-France";"0-4";140;0;1,5
2020-11-12;"Ile-de-France";"0-4";142;0;1,5
2020-11-13;"Ile-de-France";"0-4";145;0;1,5
2020-11-14;"Ile-de-France";"0-4";147;0;1,5
2020-11-15;"Ile-de-France";"0-4";149;0;1,5
2020-11-16;"Ile-de-France";"0-4";152;0;1,5
2020-11-17;"Ile-de-France";"0-4";154;0;1,5
2020-11-18;"Ile-de-France";"0-4";157;0;1,5
2020-11-19;"Ile-de-France";"0-4";159;0;1,5
2020-11-20;"Ile-de-France";"0-4";162;0;1,5
2020-11-21;"Ile-de-France";"0-4";165;0;1,5
2020-11-22;"Ile-de-France";"0-4";167;0;1,5
2020-11-23;"Ile-de-France";"0-4";170;0;1,5
2020-11-24;"Ile-de-France";"0-4";173;0;1,5
2020-11-25;"Ile-de-France";"0-4";175;0;1,5
2020-11-26;"Ile-de-France";"0-4";178;0;1,5
2020-11-27;"Ile-de-France";"0-4";181;0;1,5
2020-11-28;"Ile-de-France";"0-4";183;0;1,5
2020-11-29;"Ile-de-France";"0-4";186;0;1,5
2020-11-30;"Ile-de-France";"0-4";189;0;1,5
2020-12-01;"Ile-de-France";"0-4";192;0;1,5
2020-12-02;"Ile-de-France";"0-4";195;0;1,5
2020-12-03;"Ile-de-France";"0-4";197;0;1,5
2020-12-04;"Ile-de-France";"0-4";200;0;1,5
2020-12-05;"Ile-de-France";"0-4";203;0;1,5
2020-12-06;"Ile-de-France";"0-4";206;0;1,5
2020-12-07;"Ile-de-France";"0-4";209;0;1,5
2020-12-08;"Ile-de-France";"0-4";212;0;1,5
2020-12-09;"Ile-de-France";"0-4";215;0;1,5
2020-12-10;"Ile-de-France";"0-4";218;0;1,5
2020-12-11;"Ile-de-France";"0-4";221;0;1,5
2020-12-12;"Ile-de-France";"0-4";224;0;1,5
2020-12-13;"Ile-de-France";"0-4";227;0;1,5
2020-12-14;"Ile-de-France";"0-4";230;0;1,5
2020-12-15;"Ile-de-France";"0-4";233;0;1,5
2020-12-16;"Ile-de-France";"0-4";236;0;1,5
2020-12-17;"Ile-de-France";"0-4";239;0;1,5
2020-12-18;"Ile-de-France";"0-4";242;0;1,5
2020-12-19;"Ile-de-France";"0-4";245;0;1,5
2020-12-20;"Ile-de-France";"0-4";248;0;1,5
2020-12-21;"Ile-de-France";"0-4";251;0;1,5
2020-12-22;"Ile-de-France";"0-4";254;0;1,5
2020-12-23;"Ile-de-France";"0-4";257;0;1,5
2020-12-24;"Ile-de-France";"0-4";260;0;1,5
2020-12-25;"Ile-de-France";"0-4";263;0;1,5
2020-12-26;"Ile-de-France";"0-4";266;0;1,5
2020-12-27;"Ile-de-France";"0-4";269;0;1,5
2020-12-28;"Ile-de-France";"0-4";272;0;1,5
2020-12-29;"Ile-de-France";"0-4";275;0;1,5
2020-12-30;"Ile-de-France";"0-4";278;0;1,5
2020-12-31;"Ile-de-France";"0-4";281;0;1,5
2020-03-10;"Ile-de-France";"5-9";156;0;1,5
2020-03-11;"Ile-de-France";"5-9";178;0;1,5
2020-03-12;"Ile-de-France";"5-9";203;0;1,5
2020-03-13;"Ile-de-France";"5-9";231;0;1,5
2020-03-14;"Ile-de-France";"5-9";263;0;1,5
2020-03-15;"Ile-de-France";"5-9";299;0;1,5
2020-03-16;"Ile-de-France";"5-9";341;0;1,5
2020-03-17;"Ile-de-France";"5-9";388;0;1,5
2020-03-18;"Ile-de-France";"5-9";441;0;1,5
2020-03-19;"Ile-de-France";"5-9";501;0;1,5
2020-03-20;"Ile-de-France";"5-9";570;0;1,5
2020-03-21;"Ile-de-France";"5-9";647;0;1,5
2020-03-22;"Ile-de-France";"5-9";734;0;1,5
2020-03-23;"Ile-de-France";"5-9";833;1;1,5
2020-03-24;"Ile-de-France";"5-9";943;1;1,5
2020-03-25;"Ile-de-France";"5-9";1068;1;1,5
2020-03-26;"Ile-de-France";"5-9";1207;1;1,5
2020-03-27;"Ile-de-France";"5-9";1322;1;1,5
2020-03-28;"Ile-de-France";"5-9";1320;1;1,5
2020-03-29;"Ile-de-France";"5-9";1227;1;1,5
2020-03-30;"Ile-de-France";"5-9";1098;1;1,5
2020-03-31;"Ile-de-France";"5-9";971;1;1,5
2020-04-01;"Ile-de-France";"5-9";861;1;1,5
2020-04-02;"Ile-de-France";"5-9";773;1;1,5
2020-04-03;"Ile-de-France";"5-9";704;1;1,5
2020-04-04;"Ile-de-France";"5-9";650;1;1,5
2020-04-05;"Ile-de-France";"5-9";607;1;1,5
2020-04-06;"Ile-de-France";"5-9";572;1;1,5
2020-04-07;"Ile-de-France";"5-9";542;1;1,5
2020-04-08;"Ile-de-France";"5-9";515;1;1,5
2020-04-09;"Ile-de-France";"5-9";491;1;1,5
2020-04-10;"Ile-de-France";"5-9";468;1;1,5
2020-04-11;"Ile-de-France";"5-9";447;1;1,5
2020-04-12;"Ile-de-France";"5-9";426;1;1,5
2020-04-13;"Ile-de-France";"5-9";407;1;1,5
2020-04-14;"Ile-de-France";"5-9";388;1;1,5
2020-04-15;"Ile-de-France";"5-9";370;0;1,5
2020-04-16;"Ile-de-France";"5-9";353;0;1,5
2020-04-17;"Ile-de-France";"5-9";336;0;1,5
2020-04-18;"Ile-de-France";"5-9";320;0;1,5
2020-04-19;"Ile-de-France";"5-9";305;0;1,5
2020-04-20;"Ile-de-France";"5-9";291;0;1,5
2020-04-21;"Ile-de-France";"5-9";277;0;1,5
2020-04-22;"Ile-de-France";"5-9";264;0;1,5
2020-04-23;"Ile-de-France";"5-9";251;0;1,5
2020-04-24;"Ile-de-France";"5-9";239;0;1,5
2020-04-25;"Ile-de-France";"5-9";228;0;1,5
2020-04-26;"Ile-de-France";"5-9";217;0;1,5
2020-04-27;"Ile-de-France";"5-9";207;0;1,5
2020-04-28;"Ile-de-France";"5-9";197;0;1,5
2020-04-29;"Ile-de-France";"5-9";187;0;1,5
2020-04-30;"Ile-de-France";"5-9";178;0;1,5
2020-05-01;"Ile-de-France";"5-9";170;0;1,5
2020-05-02;"Ile-de-France";"5-9";162;0;1,5
2020-05-03;"Ile-de-France";"5-9";154;0;1,5
2020-05-04;"Ile-de-France";"5-9";147;0;1,5
2020-05-05;"Ile-de-France";"5-9";140;0;1,5
2020-05-06;"Ile-de-France";"5-9";133;0;1,5
2020-05-07;"Ile-de-France";"5-9";127;0;1,5
2020-05-08;"Ile-de-France";"5-9";121;0;1,5
2020-05-09;"Ile-de-France";"5-9";115;0;1,5
2020-05-10;"Ile-de-France";"5-9";110;0;1,5
2020-05-11;"Ile-de-France";"5-9";104;0;1,5
2020-05-12;"Ile-de-France";"5-9";99;0;1,5
2020-05-13;"Ile-de-France";"5-9";95;0;1,5
2020-05-14;"Ile-de-France";"5-9";90;0;1,5
2020-05-15;"Ile-de-France";"5-9";86;0;1,5
2020-05-16;"Ile-de-France";"5-9";82;0;1,5
2020-05-17;"Ile-de-France";"5-9";78;0;1,5
2020-05-18;"Ile-de-France";"5-9";74;0;1,5
