"Time";"Region";"AgeGroup";"Symptomatic";"Hospitalized";"R"
2020-03-10;"Auvergne-Rhone-Alpes";"0-4";26;0;1,5
2020-03-11;"Auvergne-Rhone-Alpes";"0-4";31;0;1,5
2020-03-12;"Auvergne-Rhone-Alpes";"0-4";37;0;1,5
2020-03-13;"Auvergne-Rhone-Alpes";"0-4";44;0;1,5
2020-03-14;"Auvergne-Rhone-Alpes";"0-4";52;0;1,5
2020-03-15;"Auvergne-Rhone-Alpes";"0-4";61;0;1,5
2020-03-16;"Auvergne-Rhone-Alpes";"0-4";73;0;1,5
2020-03-17;"Auvergne-Rhone-Alpes";"0-4";86;0;1,5
2020-03-18;"Auvergne-Rhone-Alpes";"0-4";102;0;1,5
2020-03-19;"Auvergne-Rhone-Alpes";"0-4";120;0;1,5
2020-03-20;"Auvergne-Rhone-Alpes";"0-4";142;0;1,5
2020-03-21;"Auvergne-Rhone-Alpes";"0-4";168;0;1,5
2020-03-22;"Auvergne-Rhone-Alpes";"0-4";198;0;1,5
2020-03-23;"Auvergne-Rhone-Alpes";"0-4";234;0;1,5
2020-03-24;"Auvergne-Rhone-Alpes";"0-4";276;0;1,5
2020-03-25;"Auvergne-Rhone-Alpes";"0-4";314;0;1,5
2020-03-26;"Auvergne-Rhone-Alpes";"0-4";319;0;1,5
2020-03-27;"Auvergne-Rhone-Alpes";"0-4";299;0;1,5
2020-03-28;"Auvergne-Rhone-Alpes";"0-4";267;0;1,5
2020-03-29;"Auvergne-Rhone-Alpes";"0-4";235;0;1,5
2020-03-30;"Auvergne-Rhone-Alpes";"0-4";208;0;1,5
2020-03-31;"Auvergne-Rhone-Alpes";"0-4";186;0;1,5
2020-04-01;"Auvergne-Rhone-Alpes";"0-4";169;0;1,5
2020-04-02;"Auvergne-Rhone-Alpes";"0-4";156;0;1,5
2020-04-03;"Auvergne-Rhone-Alpes";"0-4";146;0;1,5
2020-04-04;"Auvergne-Rhone-Alpes";"0-4";138;0;1,5
2020-04-05;"Auvergne-Rhone-Alpes";"0-4";131;0;1,5
2020-04-06;"Auvergne-Rhone-Alpes";"0-4";125;0;1,5
2020-04-07;"Auvergne-Rhone-Alpes";"0-4";119;0;1,5
2020-04-08;"Auvergne-Rhone-Alpes";"0-4";114;0;1,5
2020-04-09;"Auvergne-Rhone-Alpes";"0-4";110;0;1,5
2020-04-10;"Auvergne-Rhone-Alpes";"0-4";105;0;1,5
2020-04-11;"Auvergne-Rhone-Alpes";"0-4";101;0;1,5
2020-04-12;"Auvergne-Rhone-Alpes";"0-4";96;0;1,5
2020-04-13;"Auvergne-Rhone-Alpes";"0-4";92;0;1,5
2020-04-14;"Auvergne-Rhone-Alpes";"0-4";88;0;1,5
2020-04-15;"Auvergne-Rhone-Alpes";"0-4";84;0;1,5
2020-04-16;"Auvergne-Rhone-Alpes";"0-4";81;0;1,5
2020-04-17;"Auvergne-Rhone-Alpes";"0-4";77;0;1,5
2020-04-18;"Auvergne-Rhone-Alpes";"0-4";74;0;1,5
2020-04-19;"Auvergne-Rhone-Alpes";"0-4";71;0;1,5
2020-04-20;"Auvergne-Rhone-Alpes";"0-4";68;0;1,5
2020-04-21;"Auvergne-Rhone-Alpes";"0-4";65;0;1,5
2020-04-22;"Auvergne-Rhone-Alpes";"0-4";62;0;1,5
2020-04-23;"Auvergne-Rhone-Alpes";"0-4";59;0;1,5
2020-04-24;"Auvergne-Rhone-Alpes";"0-4";57;0;1,5
2020-04-25;"Auvergne-Rhone-Alpes";"0-4";54;0;1,5
2020-04-26;"Auvergne-Rhone-Alpes";"0-4";52;0;1,5
2020-04-27;"Auvergne-Rhone-Alpes";"0-4";50;0;1,5
2020-04-28;"Auvergne-Rhone-Alpes";"0-4";48;0;1,5
2020-04-29;"Auvergne-Rhone-Alpes";"0-4";46;0;1,5
2020-04-30;"Auvergne-Rhone-Alpes";"0-4";44;0;1,5
2020-05-01;"Auvergne-Rhone-Alpes";"0-4";42;0;1,5
2020-05-02;"Auvergne-Rhone-Alpes";"0-4";40;0;1,5
2020-05-03;"Auvergne-Rhone-Alpes";"0-4";38;0;1,5
2020-05-04;"Auvergne-Rhone-Alpes";"0-4";37;0;1,5
2020-05-05;"Auvergne-Rhone-Alpes";"0-4";35;0;1,5
2020-05-06;"Auvergne-Rhone-Alpes";"0-4";33;0;1,5
2020-05-07;"Auvergne-Rhone-Alpes";"0-4";32;0;1,5
2020-05-08;"Auvergne-Rhone-Alpes";"0-4";31;0;1,5
2020-05-09;"Auvergne-Rhone-Alpes";"0-4";29;0;1,5
2020-05-10;"Auvergne-Rhone-Alpes";"0-4";28;0;1,5
2020-05-11;"Auvergne-Rhone-Alpes";"0-4";27;0;1,5
2020-05-12;"Auvergne-Rhone-Alpes";"0-4";26;0;1,5
2020-05-13;"Auvergne-Rhone-Alpes";"0-4";25;0;1,5
2020-05-14;"Auvergne-Rhone-Alpes";"0-4";24;0;1,5
2020-05-15;"Auvergne-Rhone-Alpes";"0-4";23;0;1,5
2020-05-16;"Auvergne-Rhone-Alpes";"0-4";22;0;1,5
2020-05-17;"Auvergne-Rhone-Alpes";"0-4";21;0;1,5
2020-05-18;"Auvergne-Rhone-Alpes";"0-4";20;0;1,5
2020-05-19;"Auvergne-Rhone-Alpes";"0-4";19;0;1,5
2020-05-20;"Auvergne-Rhone-Alpes";"0-4";18;0;1,5
2020-05-21;"Auvergne-Rhone-Alpes";"0-4";17;0;1,5
2020-05-22;"Auvergne-Rhone-Alpes";"0-4";17;0;1,5
2020-05-23;"Auvergne-Rhone-Alpes";"0-4";16;0;1,5
2020-05-24;"Auvergne-Rhone-Alpes";"0-4";15;0;1,5
2020-05-25;"Auvergne-Rhone-Alpes";"0-4";15;0;1,5
2020-05-26;"Auvergne-Rhone-Alpes";"0-4";14;0;1,5
2020-05-27;"Auvergne-Rhone-Alpes";"0-4";13;0;1,5
2020-05-28;"Auvergne-Rhone-Alpes";"0-4";13;0;1,5
2020-05-29;"Auvergne-Rhone-Alpes";"0-4";12;0;1,5
2020-05-30;"Auvergne-Rhone-Alpes";"0-4";12;0;1,5
2020-05-31;"Auvergne-Rhone-Alpes";"0-4";11;0;1,5
2020-06-01;"Auvergne-Rhone-Alpes";"0-4";11;0;1,5
2020-06-02;"Auvergne-Rhone-Alpes";"0-4";10;0;1,5
2020-06-03;"Auvergne-Rhone-Alpes";"0-4";10;0;1,5
2020-06-04;"Auvergne-Rhone-Alpes";"0-4";9;0;1,5
2020-06-05;"Auvergne-Rhone-Alpes";"0-4";9;0;1,5
2020-06-06;"Auvergne-Rhone-Alpes";"0-4";9;0;1,5
2020-06-07;"Auvergne-Rhone-Alpes";"0-4";8;0;1,5
2020-06-08;"Auvergne-Rhone-Alpes";"0-4";8;0;1,5
2020-06-09;"Auvergne-Rhone-Alpes";"0-4";8;0;1,5
2020-06-10;"Auvergne-Rhone-Alpes";"0-4";7;0;1,5
2020-06-11;"Auvergne-Rhone-Alpes";"0-4";7;0;1,5
2020-06-12;"Auvergne-Rhone-Alpes";"0-4";7;0;1,5
2020-06-13;"Auvergne-Rhone-Alpes";"0-4";6;0;1,5
2020-06-14;"Auvergne-Rhone-Alpes";"0-4";6;0;1,5
2020-06-15;"Auvergne-Rhone-Alpes";"0-4";6;0;1,5
2020-06-16;"Auvergne-Rhone-Alpes";"0-4";6;0;1,5
2020-06-17;"Auvergne-Rhone-Alpes";"0-4";5;0;1,5
2020-06-18;"Auvergne-Rhone-Alpes";"0-4";5;0;1,5
2020-06-19;"Auvergne-Rhone-Alpes";"0-4";5;0;1,5
2020-06-20;"Auvergne-Rhone-Alpes";"0-4";5;0;1,5
2020-06-21;"Auvergne-Rhone-Alpes";"0-4";4;0;1,5
2020-06-22;"Auvergne-Rhone-Alpes";"0-4";4;0;1,5
2020-06-23;"Auvergne-Rhone-Alpes";"0-4";4;0;1,5
2020-06-24;"Auvergne-Rhone-Alpes";"0-4";4;0;1,5
2020-06-25;"Auvergne-Rhone-Alpes";"0-4";4;0;1,5
2020-06-26;"Auvergne-Rhone-Alpes";"0-4";4;0;1,5
2020-06-27;"Auvergne-Rhone-Alpes";"0-4";3;0;1,5
2020-06-28;"Auvergne-Rhone-Alpes";"0-4";3;0;1,5
2020-06-29;"Auvergne-Rhone-Alpes";"0-4";3;0;1,5
2020-06-30;"Auvergne-Rhone-Alpes";"0-4";3;0;1,5
2020-07-01;"Auvergne-Rhone-Alpes";"0-4";3;0;1,5
2020-07-02;"Auvergne-Rhone-Alpes";"0-4";3;0;1,5
2020-07-03;"Auvergne-Rhone-Alpes";"0-4";3;0;1,5
2020-07-04;"Auvergne-Rhone-Alpes";"0-4";3;0;1,5
2020-07-05;"Auvergne-Rhone-Alpes";"0-4";4;0;1,5
2020-07-06;"Auvergne-Rhone-Alpes";"0-4";4;0;1,5
2020-07-07;"Auvergne-Rhone-Alpes";"0-4";4;0;1,5
2020-07-08;"Auvergne-Rhone-Alpes";"0-4";4;0;1,5
2020-07-09;"Auvergne-Rhone-Alpes";"0-4";5;0;1,5
2020-07-10;"Auvergne-Rhone-Alpes";"0-4";5;0;1,5
2020-07-11;"Auvergne-Rhone-Alpes";"0-4";5;0;1,5
2020-07-12;"Auvergne-Rhone-Alpes";"0-4";5;0;1,5
2020-07-13;"Auvergne-Rhone-Alpes";"0-4";5;0;1,5
2020-07-14;"Auvergne-Rhone-Alpes";"0-4";6;0;1,5
2020-07-15;"Auvergne-Rhone-Alpes";"0-4";6;0;1,5
2020-07-16;"Auvergne-Rhone-Alpes";"0-4";6;0;1,5
2020-07-17;"Auvergne-Rhone-Alpes";"0-4";6;0;1,5
2020-07-18;"Auvergne-Rhone-Alpes";"0-4";6;0;1,5
2020-07-19;"Auvergne-Rhone-Alpes";"0-4";6;0;1,5
2020-07-20;"Auvergne-Rhone-Alpes";"0-4";7;0;1,5
2020-07-21;"Auvergne-Rhone-Alpes";"0-4";7;0;1,5
2020-07-22;"Auvergne-Rhone-Alpes";"0-4";7;0;1,5
2020-07-23;"Auvergne-Rhone-Alpes";"0-4";7;0;1,5
2020-07-24;"Auvergne-Rhone-Alpes";"0-4";8;0;1,5
2020-07-25;"Auvergne-Rhone-Alpes";"0-4";8;0;1,5
2020-07-26;"Auvergne-Rhone-Alpes";"0-4";8;0;1,5
2020-07-27;"Auvergne-Rhone-Alpes";"0-4";8;0;1,5
2020-07-28;"Auvergne-Rhone-Alpes";"0-4";9;0;1,5
2020-07-29;"Auvergne-Rhone-Alpes";"0-4";9;0;1,5
2020-07-30;"Auvergne-Rhone-Alpes";"0-4";9;0;1,5
2020-07-31;"Auvergne-Rhone-Alpes";"0-4";9;0;1,5
2020-08-01;"Auvergne-Rhone-Alpes";"0-4";10;0;1,5
2020-08-02;"Auvergne-Rhone-Alpes";"0-4";10;0;1,5
2020-08-03;"Auvergne-Rhone-Alpes";"0-4";10;0;1,5
2020-08-04;"Auvergne-Rhone-Alpes";"0-4";11;0;1,5
2020-08-05;"Auvergne-Rhone-Alpes";"0-4";11;0;1,5
2020-08-06;"Auvergne-Rhone-Alpes";"0-4";11;0;1,5
2020-08-07;"Auvergne-Rhone-Alpes";"0-4";12;0;1,5
2020-08-08;"Auvergne-Rhone-Alpes";"0-4";12;0;1,5
2020-08-09;"Auvergne-Rhone-Alpes";"0-4";12;0;1,5
2020-08-10;"Auvergne-Rhone-Alpes";"0-4";13;0;1,5
2020-08-11;"Auvergne-Rhone-Alpes";"0-4";13;0;1,5
2020-08-12;"Auvergne-Rhone-Alpes";"0-4";13;0;1,5
2020-08-13;"Auvergne-Rhone-Alpes";"0-4";14;0;1,5
2020-08-14;"Auvergne-Rhone-Alpes";"0-4";14;0;1,5
2020-08-15;"Auvergne-Rhone-Alpes";"0-4";15;0;1,5
2020-08-16;"Auvergne-Rhone-Alpes";"0-4";15;0;1,5
2020-08-17;"Auvergne-Rhone-Alpes";"0-4";16;0;1,5
2020-08-18;"Auvergne-Rhone-Alpes";"0-4";16;0;1,5
2020-08-19;"Auvergne-Rhone-Alpes";"0-4";17;0;1,5
2020-08-20;"Auvergne-Rhone-Alpes";"0-4";17;0;1,5
2020-08-21;"Auvergne-Rhone-Alpes";"0-4";18;0;1,5
2020-08-22;"Auvergne-Rhone-Alpes";"0-4";18;0;1,5
2020-08-23;"Auvergne-Rhone-Alpes";"0-4";19;0;1,5
2020-08-24;"Auvergne-Rhone-Alpes";"0-4";19;0;1,5
2020-08-25;"Auvergne-Rhone-Alpes";"0-4";20;0;1,5
2020-08-26;"Auvergne-Rhone-Alpes";"0-4";21;0;1,5
2020-08-27;"Auvergne-Rhone-Alpes";"0-4";21;0;1,5
2020-08-28;"Auvergne-Rhone-Alpes";"0-4";22;0;1,5
2020-08-29;"Auvergne-Rhone-Alpes";"0-4";23;0;1,5
2020-08-30;"Auvergne-Rhone-Alpes";"0-4";23;0;1,5
2020-08-31;"Auvergne-Rhone-Alpes";"0-4";24;0;1,5
2020-09-01;"Auvergne-Rhone-Alpes";"0-4";25;0;1,5
2020-09-02;"Auvergne-Rhone-Alpes";"0-4";25;0;1,5
2020-09-03;"Auvergne-Rhone-Alpes";"0-4";26;0;1,5
2020-09-04;"Auvergne-Rhone-Alpes";"0-4";27;0;1,5
2020-09-05;"Auvergne-Rhone-Alpes";"0-4";28;0;1,5
2020-09-06;"Auvergne-Rhone-Alpes";"0-4";29;0;1,5
2020-09-07;"Auvergne-Rhone-Alpes";"0-4";29;0;1,5
2020-09-08;"Auvergne-Rhone-Alpes";"0-4";30;0;1,5
2020-09-09;"Auvergne-Rhone-Alpes";"0-4";31;0;1,5
2020-09-10;"Auvergne-Rhone-Alpes";"0-4";32;0;1,5
2020-09-11;"Auvergne-Rhone-Alpes";"0-4";33;0;1,5
2020-09-12;"Auvergne-Rhone-Alpes";"0-4";34;0;1,5
2020-09-13;"Auvergne-Rhone-Alpes";"0-4";35;0;1,5
2020-09-14;"Auvergne-Rhone-Alpes";"0-4";36;0;1,5
2020-09-15;"Auvergne-Rhone-Alpes";"0-4";37;0;1,5
2020-09-16;"Auvergne-Rhone-Alpes";"0-4";38;0;1,5
2020-09-17;"Auvergne-Rhone-Alpes";"0-4";40;0;1,5
2020-09-18;"Auvergne-Rhone-Alpes";"0-4";41;0;1,5
2020-09-19;"Auvergne-Rhone-Alpes";"0-4";42;0;1,5
2020-09-20;"Auvergne-Rhone-Alpes";"0-4";43;0;1,5
2020-09-21;"Auvergne-Rhone-Alpes";"0-4";44;0;1,5
2020-09-22;"Auvergne-Rhone-Alpes";"0-4";46;0;1,5
2020-09-23;"Auvergne-Rhone-Alpes";"0-4";47;0;1,5
2020-09-24;"Auvergne-Rhone-Alpes";"0-4";49;0;1,5
2020-09-25;"Auvergne-Rhone-Alpes";"0-4";50;0;1,5
2020-09-26;"Auvergne-Rhone-Alpes";"0-4";51;0;1,5
2020-09-27;"Auvergne-Rhone-Alpes";"0-4";53;0;1,5
2020-09-28;"Auvergne-Rhone-Alpes";"0-4";54;0;1,5
2020-09-29;"Auvergne-Rhone-Alpes";"0-4";56;0;1,5
2020-09-30;"Auvergne-Rhone-Alpes";"0-4";58;0;1,5
2020-10-01;"Auvergne-Rhone-Alpes";"0-4";59;0;1,5
2020-10-02;"Auvergne-Rhone-Alpes";"0-4";61;0;1,5
2020-10-03;"Auvergne-Rhone-Alpes";"0-4";63;0;1,5
2020-10-04;"Auvergne-Rhone-Alpes";"0-4";65;0;1,5
2020-10-05;"Auvergne-Rhone-Alpes";"0-4";66;0;1,5
2020-10-06;"Auvergne-Rhone-Alpes";"0-4";68;0;1,5
2020-10-07;"Auvergne-Rhone-Alpes";"0-4";70;0;1,5
2020-10-08;"Auvergne-Rhone-Alpes";"0-4";72;0;1,5
2020-10-09;"Auvergne-Rhone-Alpes";"0-4";74;0;1,5
2020-10-10;"Auvergne-Rhone-Alpes";"0-4";76;0;1,5
2020-10-11;"Auvergne-Rhone-Alpes";"0-4";79;0;1,5
2020-10-12;"Auvergne-Rhone-Alpes";"0-4";81;0;1,5
2020-10-13;"Auvergne-Rhone-Alpes";"0-4";83;0;1,5
2020-10-14;"Auvergne-Rhone-Alpes";"0-4";85;0;1,5
2020-10-15;"Auvergne-Rhone-Alpes";"0-4";88;0;1,5
2020-10-16;"Auvergne-Rhone-Alpes";"0-4";90;0;1,5
2020-10-17;"Auvergne-Rhone-Alpes";"0-4";93;0;1,5
2020-10-18;"Auvergne-Rhone-Alpes";"0-4";95;0;1,5
2020-10-19;"Auvergne-Rhone-Alpes";"0-4";98;0;1,5
2020-10-20;"Auvergne-Rhone-Alpes";"0-4";100;0;1,5
2020-10-21;"Auvergne-Rhone-Alpes";"0-4";103;0;1,5
2020-10-22;"Auvergne-Rhone-Alpes";"0-4";106;0;1,5
2020-10-23;"Auvergne-Rhone-Alpes";"0-4";109;0;1,5
2020-10-24;"Auvergne-Rhone-Alpes";"0-4";112;0;1,5
2020-10-25;"Auvergne-Rhone-Alpes";"0-4";115;0;1,5
2020-10-26;"Auvergne-Rhone-Alpes";"0-4";118;0;1,5
2020-10-27;"Auvergne-Rhone-Alpes";"0-4";121;0;1,5
2020-10-28;"Auvergne-Rhone-Alpes";"0-4";124;0;1,5
2020-10-29;"Auvergne-Rhone-Alpes";"0-4";127;0;1,5
2020-10-30;"Auvergne-Rhone-Alpes";"0-4";131;0;1,5
2020-10-31;"Auvergne-Rhone-Alpes";"0-4";134;0;1,5
2020-11-01;"Auvergne-Rhone-Alpes";"0-4";137;0;1,5
2020-11-02;"Auvergne-Rhone-Alpes";"0-4";141;0;1,5
2020-11-03;"Auvergne-Rhone-Alpes";"0-4";144;0;1,5
2020-11-04;"Auvergne-Rhone-Alpes";"0-4";148;0;1,5
2020-11-05;"Auvergne-Rhone-Alpes";"0-4";152;0;1,5
2020-11-06;"Auvergne-Rhone-Alpes";"0-4";156;0;1,5
2020-11-07;"Auvergne-Rhone-Alpes";"0-4";159;0;1,5
2020-11-08;"Auvergne-Rhone-Alpes";"0-4";163;0;1,5
2020-11-09;"Auvergne-Rhone-Alpes";"0-4";167;0;1,5
2020-11-10;"Auvergne-Rhone-Alpes";"0-4";171;0;1,5
2020-11-11;"Auvergne-Rhone-Alpes";"0-4";175;0;1,5
2020-11-12;"Auvergne-Rhone-Alpes";"0-4";179;0;1,5
2020-11-13;"Auvergne-Rhone-Alpes";"0-4";184;0;1,5
2020-11-14;"Auvergne-Rhone-Alpes";"0-4";188;0;1,5
2020-11-15;"Auvergne-Rhone-Alpes";"0-4";192;0;1,5
2020-11-16;"Auvergne-Rhone-Alpes";"0-4";197;0;1,5
2020-11-17;"Auvergne-Rhone-Alpes";"0-4";201;0;1,5
2020-11-18;"Auvergne-Rhone-Alpes";"0-4";206;0;1,5
2020-11-19;"Auvergne-Rhone-Alpes";"0-4";210;0;1,5
2020-11-20;"Auvergne-Rhone-Alpes";"0-4";215;0;1,5
2020-11-21;"Auvergne-Rhone-Alpes";"0-4";219;0;1,5
2020-11-22;"Auvergne-Rhone-Alpes";"0-4";224;0;1,5
2020-11-23;"Auvergne-Rhone-Alpes";"0-4";229;0;1,5
2020-11-24;"Auvergne-Rhone-Alpes";"0-4";233;0;1,5
2020-11-25;"Auvergne-Rhone-Alpes";"0-4";238;0;1,5
2020-11-26;"Auvergne-Rhone-Alpes";"0-4";243;0;1,5
2020-11-27;"Auvergne-Rhone-Alpes";"0-4";248;0;1,5
2020-11-28;"Auvergne-Rhone-Alpes";"0-4";253;0;1,5
2020-11-29;"Auvergne-Rhone-Alpes";"0-4";258;0;1,5
2020-11-30;"Auvergne-Rhone-Alpes";"0-4";263;0;1,5
2020-12-01;"Auvergne-Rhone-Alpes";"0-4";268;0;1,5
2020-12-02;"Auvergne-Rhone-Alpes";"0-4";273;0;1,5
2020-12-03;"Auvergne-Rhone-Alpes";"0-4";278;0;1,5
2020-12-04;"Auvergne-Rhone-Alpes";"0-4";283;0;1,5
2020-12-05;"Auvergne-Rhone-Alpes";"0-4";288;0;1,5
2020-12-06;"Auvergne-Rhone-Alpes";"0-4";293;0;1,5
2020-12-07;"Auvergne-Rhone-Alpes";"0-4";297;0;1,5
2020-12-08;"Auvergne-Rhone-Alpes";"0-4";302;0;1,5
2020-12-09;"Auvergne-Rhone-Alpes";"0-4";307;0;1,5
2020-12-10;"Auvergne-Rhone-Alpes";"0-4";312;0;1,5
2020-12-11;"Auvergne-Rhone-Alpes";"0-4";317;0;1,5
2020-12-12;"Auvergne-Rhone-Alpes";"0-4";322;0;1,5
2020-12-13;"Auvergne-Rhone-Alpes";"0-4";327;0;1,5
2020-12-14;"Auvergne-Rhone-Alpes";"0-4";331;0;1,5
2020-12-15;"Auvergne-Rhone-Alpes";"0-4";336;0;1,5
2020-12-16;"Auvergne-Rhone-Alpes";"0-4";341;0;1,5
2020-12-17;"Auvergne-Rhone-Alpes";"0-4";345;0;1,5
2020-12-18;"Auvergne-Rhone-Alpes";"0-4";350;0;1,5
2020-12-19;"Auvergne-Rhone-Alpes";"0-4";354;0;1,5
2020-12-20;"Auvergne-Rhone-Alpes";"0-4";359;0;1,5
2020-12-21;"Auvergne-Rhone-Alpes";"0-4";363;0;1,5
2020-12-22;"Auvergne-Rhone-Alpes";"0-4";367;0;1,5
2020-12-23;"Auvergne-Rhone-Alpes";"0-4";371;0;1,5
2020-12-24;"Auvergne-Rhone-Alpes";"0-4";375;0;1,5
2020-12-25;"Auvergne-Rhone-Alpes";"0-4";379;0;1,5
2020-12-26;"Auvergne-Rhone-Alpes";"0-4";382;0;1,5
2020-12-27;"Auvergne-Rhone-Alpes";"0-4";386;0;1,5
2020-12-28;"Auvergne-Rhone-Alpes";"0-4";389;0;1,5
2020-12-29;"Auvergne-Rhone-Alpes";"0-4";393;0;1,5
2020-12-30;"Auvergne-Rhone-Alpes";"0-4";396;0;1,5
2020-12-31;"Auvergne-Rhone-Alpes";"0-4";399;0;1,5
2020-03-10;"Auvergne-Rhone-Alpes";"5-9";30;0;1,5
2020-03-11;"Auvergne-Rhone-Alpes";"5-9";35;0;1,5
2020-03-12;"Auvergne-Rhone-Alpes";"5-9";42;0;1,5
2020-03-13;"Auvergne-Rhone-Alpes";"5-9";49;0;1,5
2020-03-14;"Auvergne-Rhone-Alpes";"5-9";58;0;1,5
2020-03-15;"Auvergne-Rhone-Alpes";"5-9";69;0;1,5
2020-03-16;"Auvergne-Rhone-Alpes";"5-9";81;0;1,5
2020-03-17;"Auvergne-Rhone-Alpes";"5-9";96;0;1,5
2020-03-18;"Auvergne-Rhone-Alpes";"5-9";114;0;1,5
2020-03-19;"Auvergne-Rhone-Alpes";"5-9";135;0;1,5
2020-03-20;"Auvergne-Rhone-Alpes";"5-9";159;0;1,5
2020-03-21;"Auvergne-Rhone-Alpes";"5-9";188;0;1,5
2020-03-22;"Auvergne-Rhone-Alpes";"5-9";222;0;1,5
2020-03-23;"Auvergne-Rhone-Alpes";"5-9";262;0;1,5
2020-03-24;"Auvergne-Rhone-Alpes";"5-9";309;0;1,5
2020-03-25;"Auvergne-Rhone-Alpes";"5-9";351;0;1,5
2020-03-26;"Auvergne-Rhone-Alpes";"5-9";357;0;1,5
2020-03-27;"Auvergne-Rhone-Alpes";"5-9";334;0;1,5
2020-03-28;"Auvergne-Rhone-Alpes";"5-9";299;0;1,5
2020-03-29;"Auvergne-Rhone-Alpes";"5-9";263;0;1,5
2020-03-30;"Auvergne-Rhone-Alpes";"5-9";233;0;1,5
2020-03-31;"Auvergne-Rhone-Alpes";"5-9";208;0;1,5
2020-04-01;"Auvergne-Rhone-Alpes";"5-9";189;0;1,5
2020-04-02;"Auvergne-Rhone-Alpes";"5-9";174;0;1,5
2020-04-03;"Auvergne-Rhone-Alpes";"5-9";163;0;1,5
2020-04-04;"Auvergne-Rhone-Alpes";"5-9";154;0;1,5
2020-04-05;"Auvergne-Rhone-Alpes";"5-9";146;0;1,5
2020-04-06;"Auvergne-Rhone-Alpes";"5-9";140;0;1,5
2020-04-07;"Auvergne-Rhone-Alpes";"5-9";134;0;1,5
2020-04-08;"Auvergne-Rhone-Alpes";"5-9";128;0;1,5
2020-04-09;"Auvergne-Rhone-Alpes";"5-9";123;0;1,5
2020-04-10;"Auvergne-Rhone-Alpes";"5-9";117;0;1,5
2020-04-11;"Auvergne-Rhone-Alpes";"5-9";113;0;1,5
2020-04-12;"Auvergne-Rhone-Alpes";"5-9";108;0;1,5
2020-04-13;"Auvergne-Rhone-Alpes";"5-9";103;0;1,5
2020-04-14;"Auvergne-Rhone-Alpes";"5-9";99;0;1,5
2020-04-15;"Auvergne-Rhone-Alpes";"5-9";95;0;1,5
2020-04-16;"Auvergne-Rhone-Alpes";"5-9";91;0;1,5
2020-04-17;"Auvergne-Rhone-Alpes";"5-9";87;0;1,5
2020-04-18;"Auvergne-Rhone-Alpes";"5-9";83;0;1,5
2020-04-19;"Auvergne-Rhone-Alpes";"5-9";79;0;1,5
2020-04-20;"Auvergne-Rhone-Alpes";"5-9";76;0;1,5
2020-04-21;"Auvergne-Rhone-Alpes";"5-9";73;0;1,5
2020-04-22;"Auvergne-Rhone-Alpes";"5-9";69;0;1,5
2020-04-23;"Auvergne-Rhone-Alpes";"5-9";66;0;1,5
2020-04-24;"Auvergne-Rhone-Alpes";"5-9";64;0;1,5
2020-04-25;"Auvergne-Rhone-Alpes";"5-9";61;0;1,5
2020-04-26;"Auvergne-Rhone-Alpes";"5-9";58;0;1,5
2020-04-27;"Auvergne-Rhone-Alpes";"5-9";56;0;1,5
2020-04-28;"Auvergne-Rhone-Alpes";"5-9";53;0;1,5
2020-04-29;"Auvergne-Rhone-Alpes";"5-9";51;0;1,5
2020-04-30;"Auvergne-Rhone-Alpes";"5-9";49;0;1,5
2020-05-01;"Auvergne-Rhone-Alpes";"5-9";47;0;1,5
2020-05-02;"Auvergne-Rhone-Alpes";"5-9";45;0;1,5
2020-05-03;"Auvergne-Rhone-Alpes";"5-9";43;0;1,5
2020-05-04;"Auvergne-Rhone-Alpes";"5-9";41;0;1,5
2020-05-05;"Auvergne-Rhone-Alpes";"5-9";39;0;1,5
2020-05-06;"Auvergne-Rhone-Alpes";"5-9";38;0;1,5
2020-05-07;"Auvergne-Rhone-Alpes";"5-9";36;0;1,5
2020-05-08;"Auvergne-Rhone-Alpes";"5-9";34;0;1,5
2020-05-09;"Auvergne-Rhone-Alpes";"5-9";33;0;1,5
2020-05-10;"Auvergne-Rhone-Alpes";"5-9";32;0;1,5
2020-05-11;"Auvergne-Rhone-Alpes";"5-9";30;0;1,5
2020-05-12;"Auvergne-Rhone-Alpes";"5-9";29;0;1,5
2020-05-13;"Auvergne-Rhone-Alpes";"5-9";28;0;1,5
2020-05-14;"Auvergne-Rhone-Alpes";"5-9";26;0;1,5
2020-05-15;"Auvergne-Rhone-Alpes";"5-9";25;0;1,5
2020-05-16;"Auvergne-Rhone-Alpes";"5-9";24;0;1,5
2020-05-17;"Auvergne-Rhone-Alpes";"5-9";23;0;1,5
2020-05-18;"Auvergne-Rhone-Alpes";"5-9";22;0;1,5
2020-05-19;"Auvergne-Rhone-Alpes";"5-9";21;0;1,5
2020-05-20;"Auvergne-Rhone-Alpes";"5-9";20;0;1,5
2020-05-21;"Auvergne-Rhone-Alpes";"5-9";19;0;1,5
2020-05-22;"Auvergne-Rhone-Alpes";"5-9";19;0;1,5
2020-05-23;"Auvergne-Rhone-Alpes";"5-9";18;0;1,5
2020-05-24;"Auvergne-Rhone-Alpes";"5-9";17;0;1,5
2020-05-25;"Auvergne-Rhone-Alpes";"5-9";16;0;1,5
2020-05-26;"Auvergne-Rhone-Alpes";"5-9";16;0;1,5
2020-05-27;"Auvergne-Rhone-Alpes";"5-9";15;0;1,5
2020-05-28;"Auvergne-Rhone-Alpes";"5-9";14;0;1,5
